Alias,Address,City,State,Zip,Lat,Lng,Time,Time_window_start,Time_window_end
ToDelete - MIC1501 ~ Microtel Inn & Suites - Amarillo ~ REPID11,1501 Ross St,Amarillo,TX,79102-4415,35.19511414,-101.816452,30,8:00,17:00
ToDelete - COM4801 ~ Comfort Suites - Odessa ~ REPID11,4801 E 50th St,Odessa,TX,79762-4901,31.89974785,-102.3371964,30,8:00,17:00
ToDelete - SLE5816 ~ Sleep Inn & Suites - Lubbock ~ REPID11,5816 34th St,Lubbock,TX,79407,33.56394958,-101.9415054,30,8:00,17:00
ToDelete - MIC4649 ~ Microtel Inn & Suites - San Angelo ~ REPID11,4649 W Houston Harte Expy,San Angelo,TX,76901-5001,31.43936348,-100.4997406,30,8:00,17:00
ToDelete - BES2000N ~ Best Western   Sally Port Inn & Suites ~ REPID11,2000 N Main St,Roswell,NM,88201-6450,33.41769028,-104.5237885,30,8:00,17:00
ToDelete - QUA2920 ~ Quality Inn - Clovis ~ REPID11,2920 Mabry Dr,Clovis,NM,88101-8373,34.39616013,-103.1664963,30,8:00,17:00
ToDelete - MID1007 ~ Midland Extended Stay ~ REPID11,1007 S Midkiff Rd,Midland,TX,79701-7131,31.9774437,-102.1106949,30,8:00,17:00
ToDelete - GRA4300 ~ Grand Texan Hotel & Conference Center ~ REPID11,4300 W Wall St,Midland,TX,79703-7722,31.97101212,-102.1261978,30,8:00,17:00
ToDelete - WHI1705 ~ Whitten Inn - Van Horn ~ REPID11,1705 West Broadway,Van Horn,TX,79855,31.0382309,-104.8503342,30,8:00,17:00
ToDelete - DAY3600 ~ Days Inn - Plainview ~ REPID11,3600 Olton Rd,Plainview,TX,79072-6608,34.18756866,-101.7473526,30,8:00,17:00
ToDelete - BES3950R ~ Best Western  Mall South ~ REPID11,3950 Ridgemont Dr,Abilene,TX,79606-2730,32.40377426,-99.76608276,30,8:00,17:00
ToDelete - BES6015 ~ Baymont Inn & Suites - Lubbock ~ REPID11,6015 45th St,Lubbock,TX,79407-3705,33.55267715,-101.9436493,30,8:00,17:00
ToDelete - TRA2035 ~ Travelodge -  Amarillo ~ REPID11,2035 Paramount Blvd,Amarillo,TX,79109-1611,35.19081879,-101.8726501,30,8:00,17:00
ToDelete - FAI4305 ~ Fairfield Inn - Clovis ~ REPID11,4305 N Prince St,Clovis,NM,88101-9711,34.44137955,-103.1958084,30,8:00,17:00
ToDelete - FAI1201 ~ Fairfield Inn - Roswell ~ REPID11,1201 N Main St,Roswell,NM,88201-5011,33.40630722,-104.5222244,30,8:00,17:00
ToDelete - GOL4387 ~ Golden Corral - San Angelo ~ REPID11,4387 Houston Pkwy,San Angelo,TX,76904,31.4514637,-100.4841156,30,8:00,17:00
ToDelete - BES1307 ~ Best Western Ozona Inn - Ozona ~ REPID11,1307 Avenue A,Ozona,TX,76943,30.70659447,-101.196434,30,8:00,17:00
ToDelete - BES601 ~ Best Western Plus Midland Suites ~ REPID11,601 E Interstate 20,Midland,TX,79701-2032,31.97501373,-102.0642166,30,8:00,17:00
ToDelete - BES810E ~ Best Western Snyder Inn - Snyder ~ REPID11,810 E Coliseum Dr,Snyder,TX,79549-6248,32.70794296,-100.8879318,30,8:00,17:00
ToDelete - HAM191 ~ Hampton Inn ~ REPID11,215 S Frontage Rd,Pecos,TX,79772,31.39627266,-103.5056152,30,8:00,17:00
ToDelete - HAM2820 ~ Hampton Inn & Suites - Pampa ~ REPID11,2820 Perryton Pkwy,Pampa,TX,79065-2818,35.56996536,-100.9640961,30,8:00,17:00
ToDelete - COM6350 ~ Comfort Inn & Suites - Abilene ~ REPID11,6350 Directors Pkwy,Abilene,TX,79606-5871,32.37184525,-99.74562073,30,8:00,17:00
ToDelete - HER2301 ~ Heritage House Inn ~ REPID11,2301 W American Blvd,Muleshoe,TX,79347-2608,34.23791122,-102.747345,30,8:00,17:00
ToDelete - HAM5420 ~ Hampton Inn & Suites - Hobbs ~ REPID11,5420 N Lovington Hwy,Hobbs,NM,88240-9103,32.76209641,-103.1806793,30,8:00,17:00
ToDelete - SUN2010 ~ Sunday House Inn ~ REPID11,2010 Hwy 90 E,Alpine,TX,79830,30.35849,-103.66101,30,8:00,17:00
ToDelete - DEN9601 ~ Denny's #8557 Restaurant - Amarillo ~ REPID11,9601 I-40 E Exit 76,Amarillo,TX,79111,35.22206116,-101.6897507,30,8:00,17:00
ToDelete - HIL5221 ~ Hilton Garden Inn - Odessa ~ REPID11,5221 John Ben Shepperd Pkwy,Odessa,TX,79762-4869,31.90381813,-102.3381042,30,8:00,17:00
ToDelete - UNISOUTHPLAINS ~ South Plains College - Leveland Great Western Dining ~ REPID11,1400 College Dr,Levelland,TX,79336,33.57851791,-102.3677979,30,8:00,17:00
ToDelete - COU2000S ~ Country Inn & Suites - Amarillo ~ REPID11,2000 S Soncy Rd,Amarillo,TX,79124-2396,35.19089127,-101.9390259,30,8:00,17:00
ToDelete - HAM120 ~ Hampton Inn & Suites - Carlsbad ~ REPID11,120 Esperanza,Carlsbad,NM,88220-6536,32.3958,-104.22307,30,8:00,17:00
ToDelete - DEN101 ~ Denny's - Tye ~ REPID11,101 FM 707,Tye,TX,79563,32.45746,-99.8715,30,8:00,17:00
ToDelete - SUP2833 ~ Super 8 - Odessa ~ REPID11,2833 East I-20,Odessa,TX,79766,31.81489,-102.39695,30,8:00,17:00
ToDelete - DAY2701SO ~ Days Inn - Big Spring ~ REPID11,2701 S Gregg St,Big Spring,TX,79720-6543,32.22726822,-101.4696732,30,8:00,17:00
ToDelete - BAY3901 ~ Baymont Inn & Suites - Lubbock ~ REPID11,3901 19th St,Lubbock,TX,79410-1002,33.5772,-101.898,30,8:00,17:00
ToDelete - HOM5320 ~ Homewood Suites - Lubbock ~ REPID11,5320 W Loop 289,Lubbock,TX,79424-1142,33.54375,-101.93667,30,8:00,17:00
ToDelete - HAM1415 ~ Hampton Inn & Suites - Borger ~ REPID11,1415 W Wilson St,Borger,TX,79007-4403,35.65848,-101.40881,30,8:00,17:00
ToDelete - DAY2501I ~ Days Inn - Eastland ~ REPID11,2501 I-20 East,Eastland,TX,76448,32.39883,-98.78938,30,8:00,17:00
ToDelete - EXE2100 ~ Executive Inn - Amarillo ~ REPID11,2100 S Coulter St,Amarillo,TX,79106-2514,35.19037,-101.92107,30,8:00,17:00
ToDelete - LAQ4122F ~ La Quinta Inn & Suites - Odessa ~ REPID11,4122 Faudree Rd,Odessa,TX,79765-8511,31.9184,-102.28818,30,8:00,17:00
ToDelete - OVE2322 ~ Overton Hotel & Conference ~ REPID11,2322 Mac Davis Ln,Lubbock,TX,79401-2219,33.59103,-101.86777,30,8:00,17:00
ToDelete - ROD1110 ~ Rodeway Inn - Dalhart ~ REPID11,1110 Liberal St,Dalhart,TX,79022-2900,36.06958,-102.51346,30,8:00,17:00
ToDelete - QUI200 ~ Quiet Inn ~ REPID11,200 Cedar St,Canadian,TX,79014-3062,35.90257,-100.3903,30,8:00,17:00
ToDelete - SLE5612 ~ Sleep Inn - Midland ~ REPID11,5612 Deauville Blvd,Midland,TX,79706,31.99233,-102.15616,30,8:00,17:00
ToDelete - SUP2103 ~ Super 8 - Amarillo ~ REPID11,2103 S Lake View,Amarillo,TX,79109,35.19037,-101.87437,30,8:00,17:00
ToDelete - BES303 ~ Best Western   Oasis Inn ~ REPID11,303 S 2nd St,Canadian,TX,79014-2505,35.91283,-100.3867,30,8:00,17:00
ToDelete - BES2205NM ~ Best Western El Rancho ~ REPID11,2205 N Main St,Roswell,NM,88201-6458,33.41891,-104.52264,30,8:00,17:00
ToDelete - SUP3575 ~ Super 8 - Roswell ~ REPID11,3575 N Main St,Roswell,NM,88201-9771,33.44028,-104.52252,30,8:00,17:00
ToDelete - FOR2201 ~ Fort Davis Inn ~ REPID11,2201 N State St,Fort Davis,TX,79734,30.59982,-103.88623,30,8:00,17:00
ToDelete - SLE6915 ~ Sleep Inn - Amarillo ~ REPID11,"6915 Interstate 40, Exit 65",Amarillo,TX,79106,35.20189,-101.89487,30,8:00,17:00
ToDelete - LAQ103M ~ La Quinta - Brownwood ~ REPID11,103 Market Place Blvd,Brownwood,TX,76801-1657,31.73007,-98.97881,30,8:00,17:00
ToDelete - STA1910 ~ Staybridge Suites - Houston ~ REPID12,1910 N Sam Houston Parkway,Houston,TX,77032,29.93738,-95.35957,30,8:00,17:00
ToDelete - SUP5655 ~ Super 8 - Houston ~ REPID12,5655 W 34th St,Houston,TX,77092-6509,29.81877,-95.47211,30,8:00,17:00
ToDelete - AME6302 ~ Comfort Inn & Suites Galveston ~ REPID12,6302 Seawall Blvd,Galveston,TX,77551-2029,29.26591,-94.82878,30,8:00,17:00
ToDelete - SUP10130 ~ Super 8 - Houston ~ REPID12,10130 Almeda Genoa Road,Houston,TX,77075,29.62718,-95.23541,30,8:00,17:00
ToDelete - LAQ721 ~ La Quinta  - Brookshire ~ REPID12,721 FM 1489 Rd,Brookshire,TX,77423-8802,29.78606,-95.95107,30,8:00,17:00
ToDelete - BLA5512 ~ Black walnut Cafe -Memorial ~ REPID12,5512 Memorial Dr,Houston,TX,77007-8002,29.76188,-95.41804,30,8:00,17:00
ToDelete - SUP415 ~ Super 8 - Brookshire ~ REPID12,415 FM 359 Rd S,Brookshire,TX,77423-9004,29.77624,-95.95084,30,8:00,17:00
ToDelete - UNISBISA ~ Texas A&M - SBISA ~ REPID12,1600 Tamu,College Station,TX,77843,30.61846,-96.3364,30,8:00,17:00
ToDelete - HAM3312V ~ Hampton Inn & Suites-Rosenburg ~ REPID12,3312 Vista Dr,Rosenberg,TX,77471-2564,29.54751,-95.75957,30,8:00,17:00
ToDelete - DOS435 ~ Dosey Doe - Conroe ~ REPID12,463 FM 1488 Rd,Conroe,TX,77384-3985,30.23561,-95.46491,30,8:00,17:00
ToDelete - SLE5451 ~ Sleep Inn & Suites - Houston NW ~ REPID12,5451 Northwest Central,Houston,TX,77092,29.84505,-95.49538,30,8:00,17:00
ToDelete - BIR500 ~ Birra Porettis ~ REPID12,500 Louisiana St,Houston,TX,77002-1625,29.76235,-95.36497,30,8:00,17:00
ToDelete - HIL750 ~ Hilton Garden Inn-Clear Lake ~ REPID12,750 W Texas Ave,Webster,TX,77598-3259,29.54688,-95.1365,30,8:00,17:00
ToDelete - DOS8021 ~ Dosey Doe - Alden Bridge ~ REPID12,8021 Research Forest Dr Ste F,The Woodlands,TX,77382-1488,30.20834,-95.52918,30,8:00,17:00
ToDelete - AVA8823 ~ Avalon Diner - Houston ~ REPID12,8823 Katy Fwy,Houston,TX,77024-1603,29.78323,-95.50723,30,8:00,17:00
ToDelete - ROY2910 ~ Royal Oaks Country Club ~ REPID12,2910 Royal Oaks Club Dr,Houston,TX,77082-6855,29.7291851,-95.58556366,30,8:00,17:00
ToDelete - CHU2055 ~ Churrascos ~ REPID12,2055 Westheimer Rd,Houston,TX,77098-1598,29.74243355,-95.40908813,30,8:00,17:00
ToDelete - EGG9778 ~ The Egg & I - Houston ~ REPID12,9778 Katy Fwy Ste 600,Houston,TX,77055-6224,29.7856,-95.53744,30,8:00,17:00
ToDelete - LUB125 ~ Luby's - Lake Jackson ~ REPID12,125 W Way St,Lake Jackson,TX,77566-5224,29.04374,-95.45238,30,8:00,17:00
ToDelete - HUB4526 ~ Hubbel & Hudson Kitchen ~ REPID12,4526 Research Forest Dr,The Woodlands,TX,77381-4080,30.18441963,-95.48548889,30,8:00,17:00
ToDelete - HOU4400 ~ Houston Independant School District ~ REPID12,4400 W 18th St,Houston,TX,77092-8501,29.80254555,-95.45426178,30,8:00,17:00
ToDelete - HAM2320G ~ Hampton Inn & Suites - League City ~ REPID12,2320 Gulf Fwy S,League City,TX,77573-6738,29.47518,-95.09692,30,8:00,17:00
ToDelete - DEN2890 ~ Denny's - Bryan ~ REPID12,2890 N Harvey Mitchell Pkwy,Bryan,TX,77807-1007,30.72552299,-96.4254303,30,8:00,17:00
ToDelete - DEN204S ~ Denny's #8615 - Brookshire ~ REPID12,204 Waller Ave,Brookshire,TX,77423-9440,29.78064919,-95.95248413,30,8:00,17:00
ToDelete - SLE222 ~ Sleep Inn Air Tex - Houston ~ REPID12,222 Air Tex Dr,Houston,TX,77092,29.98221,-95.42747,30,8:00,17:00
ToDelete - LAQ2451 ~ La Quinta Inn & Suites - Houston ~ REPID12,2451 Shadow View Ln,Houston,TX,77077-7001,29.73768806,-95.60012054,30,8:00,17:00
ToDelete - RED15675 ~ Red Roof Inn - Houston ~ REPID12,15675 John F Kennedy Blvd,Houston,TX,77032-2313,29.94487953,-95.33255005,30,8:00,17:00
ToDelete - HYA425 ~ Hyatt North Houston ~ REPID12,425 N Sam Houston Pkwy E,Houston,TX,77060-3507,29.93999,-95.39602,30,8:00,17:00
ToDelete - EGG9099 ~ The Egg & I - Houston ~ REPID12,9099 Westheimer Rd Ste M,Houston,TX,77063-3620,29.73641586,-95.52455902,30,8:00,17:00
ToDelete - LAQ5719 ~ La Quinta Inn - Missouri City ~ REPID12,5719 Highway 6,Missouri City,TX,77459-4094,29.57096291,-95.56729126,30,8:00,17:00
ToDelete - CAT3950 ~ Cat Cora Restaurant ~ REPID12,3950 S Terminal Rd,Houston,TX,77032,29.98568344,-95.33594513,30,8:00,17:00
ToDelete - KIN205 ~ Kindred Hospital Spring ~ REPID12,205 Hollow Tree Ln,Houston,TX,77090-2801,30.0252285,-95.43592072,30,8:00,17:00
ToDelete - QUA150O ~ Quality Inn & Suites I-45 North ~ REPID12,150 Overland Trl,Houston,TX,77090-4054,30.01755333,-95.43031311,30,8:00,17:00
ToDelete - SUP16222 ~ Super 8 - FM1960 ~ REPID12,16222 North Freeway,Houston,TX,77090,30.00380325,-95.42549896,30,8:00,17:00
ToDelete - THE812 ~ Theo's Restaurant ~ REPID12,812 Westheimer Rd,Houston,TX,77006-3918,29.74498749,-95.39029694,30,8:00,17:00
ToDelete - DEN6711W ~ Denny's - Houston ~ REPID12,6711 W Sam Houston Pkwy S,Houston,TX,77072-1615,29.70357,-95.5563,30,8:00,17:00
ToDelete - GOL20170 ~ Golden Corral - Spring ~ REPID12,20170 Interstate 45,Spring,TX,77373-2935,30.120121,-95.44080353,30,8:00,17:00
ToDelete - BUD1259 ~ Budgetel Inn & Suites ~ REPID12,1259 N Market St,Hearne,TX,77859-3799,30.89396095,-96.60115814,30,8:00,17:00
ToDelete - KNI104 ~ Knights Inn - College Station ~ REPID12,104 Texas Ave S,College Station,TX,77840-1535,30.62969398,-96.33826447,30,8:00,17:00
ToDelete - SUP24903I ~ Super 8 - Spring ~ REPID12,24903 Interstate 45 N,Spring,TX,77380,30.1519928,-95.44848633,30,8:00,17:00
ToDelete - BLA23233 ~ Black Walnut Cafe -Cinco Ranch ~ REPID12,23233 Cinco Ranch Blvd,Katy,TX,77494-2923,29.74339485,-95.77110291,30,8:00,17:00
ToDelete - ROD4760S ~ Rodeway Inn - Houston ~ REPID12,4760 Sherwood Ln,Houston,TX,77092-3807,29.81477165,-95.46104431,30,8:00,17:00
ToDelete - AME21W ~ Americas Woodlands ~ REPID12,21 Waterway Avenue St 130,The Woodlands,TX,77380,30.16049,-95.45625,30,8:00,17:00
ToDelete - CUE10423 ~ Cue's Burgers and More ~ REPID12,10423 S Post Oak Rd,Houston,TX,77035-3303,29.66854,-95.46189,30,8:00,17:00
ToDelete - HIL6633T ~ Hilton Med Center ~ REPID12,6633 Travis St,Houston,TX,77030-1308,29.7099,-95.40327,30,8:00,17:00
ToDelete - NUM7809 ~ Number 13 Steak House ~ REPID12,7809 Broadway St,Galveston,TX,77554-9103,29.28501,-94.85752,30,8:00,17:00
ToDelete - BRI12910 ~ Brick House Tavern #202 ~ REPID12,NULL,Houston,TX,77040-6304,29.84457,-95.49572,30,8:00,17:00
ToDelete - COU2818 ~ Country Inn & Suites - Galveston ~ REPID12,2818 Avenue R 1/2,Galveston,TX,77550-7742,29.28631,-94.79451,30,8:00,17:00
ToDelete - HOM20985 ~ Home2 Suites ~ REPID12,20985 Katy Fwy,Katy,TX,77450-2249,29.78507,-95.756,30,8:00,17:00
ToDelete - HOT1632 ~ Hotel Texas - Hallettsville ~ REPID12,1632 N Texana St,Hallettsville,TX,77964-4580,29.4638,-96.93938,30,8:00,17:00
ToDelete - QUA11206 ~ America's Best Value Inn Stafford ~ REPID12,11206 W Airport Blvd,Stafford,TX,77477-3000,29.64251,-95.57233,30,8:00,17:00
ToDelete - HAM22055 ~ Hampton Inn & Suites - Katy ~ REPID12,22055 Katy Fwy,Katy,TX,77450-1739,29.78355,-95.75411,30,8:00,17:00
ToDelete - COM11230 ~ Comfort Inn & Suites - Houston ~ REPID12,11230 Southwest Fwy,Houston,TX,77031-3604,29.65597,-95.5648,30,8:00,17:00
ToDelete - HAM320T ~ Hampton Inn & Suites - College Station ~ REPID12,320 Texas Ave S,College Station,TX,77840-1722,30.62865,-96.33704,30,8:00,17:00
ToDelete - HIL801U ~ Hilton Hotel - College Station ~ REPID12,801 University Dr,College Station,TX,77840-1431,30.62215,-96.34196,30,8:00,17:00
ToDelete - DAY2514 ~ Days Inn - College Station ~ REPID12,2514 Texas Ave S,College Station,TX,77840-5038,30.60549,-96.30833,30,8:00,17:00
ToDelete - HAM14100 ~ Hampton Inn & Suites - Tomball ~ REPID12,14100 Medical Complex Dr,Tomball,TX,77377-6247,30.08481,-95.63413,30,8:00,17:00
ToDelete - HIL2409 ~ Hilton Garden Inn - Katy ~ REPID12,2409 Texmati Dr,Katy,TX,77494-1710,29.78579,-95.82439,30,8:00,17:00
ToDelete - COU1010 ~ Country Inn & Suites - College Station ~ REPID12,1010 Southwest Pkwy E,College Station,TX,77840-4148,30.61743,-96.29649,30,8:00,17:00
